administrative_division_code,WKT
38202,POINT (132.9759 34.0785)
38203,POINT (132.5552 33.17724)
38204,POINT (132.4313 33.47174)
38205,POINT (133.3297 33.90065)
38206,POINT (133.1123 33.86133)
38207,POINT (132.5983 33.52013)
38210,POINT (132.6894 33.68166)
38213,POINT (133.5361 33.93557)
38214,POINT (132.6326 33.39416)
38215,POINT (132.9267 33.80369)
38356,POINT (133.1931 34.25162)
38386,POINT (132.9849 33.63556)
38401,POINT (132.7257 33.79178)
38402,POINT (132.7892 33.69496)
38422,POINT (132.7571 33.56966)
38442,POINT (132.2127 33.43383)
38484,POINT (132.7117 33.20531)
38488,POINT (132.7495 33.29988)
38506,POINT (132.5813 32.98854)
39201,POINT (133.5082 33.58028)
39202,POINT (134.1483 33.38348)
39203,POINT (133.9543 33.58794)
39204,POINT (133.6253 33.60979)
39205,POINT (133.39 33.47526)
39206,POINT (133.3039 33.4117)
39208,POINT (132.7343 32.9613)
39209,POINT (132.8954 32.82707)
39210,POINT (132.8523 33.0815)
39211,POINT (133.7801 33.58352)
39212,POINT (133.8531 33.70813)
39301,POINT (134.2407 33.51792)
39302,POINT (134.0564 33.42035)
39303,POINT (134.0126 33.43886)
39304,POINT (134.0071 33.48783)
39305,POINT (134.1185 33.51737)
39306,POINT (134.0897 33.62276)
39307,POINT (133.8272 33.54859)
39341,POINT (133.5816 33.79187)
39344,POINT (133.7205 33.79156)
39363,POINT (133.4824 33.73356)
39364,POINT (133.4129 33.80066)
39386,POINT (133.3122 33.68074)
39387,POINT (133.1308 33.5824)
39401,POINT (133.167 33.33915)
39402,POINT (133.2739 33.49734)
39403,POINT (133.2218 33.54295)
39405,POINT (132.9255 33.39566)
39410,POINT (133.3543 33.53897)
39411,POINT (133.0851 33.4232)
39412,POINT (133.0204 33.23357)
39424,POINT (132.7086 32.8145)
39427,POINT (132.8515 32.9025)
39428,POINT (133.0594 33.08404)
40000,POINT (131.0086 33.82782)
40101,POINT (130.971 33.90774)
40103,POINT (130.7518 33.91588)
40105,POINT (130.8348 33.9011)
40106,POINT (130.8762 33.87919)
40107,POINT (130.883 33.79908)
40108,POINT (130.8089 33.8498)
40109,POINT (130.7473 33.83198)
40131,POINT (130.4184 33.65666)
40132,POINT (130.4433 33.58002)
40133,POINT (130.3863 33.58402)
40134,POINT (130.41 33.54159)
40135,POINT (130.2695 33.58498)
40136,POINT (130.3704 33.54882)
40137,POINT (130.3409 33.49618)
40202,POINT (130.469 33.04608)
40203,POINT (130.5671 33.3054)
40204,POINT (130.7459 33.75117)
40205,POINT (130.6609 33.61352)
40206,POINT (130.7996 33.6316)
40207,POINT (130.4096 33.14818)
40210,POINT (130.702 33.19878)
40211,POINT (130.4912 33.20749)
40212,POINT (130.3818 33.20578)
40213,POINT (130.9711 33.71386)
40214,POINT (131.0776 33.56864)
40215,POINT (130.7066 33.82049)
40216,POINT (130.5644 33.40033)
40217,POINT (130.5438 33.48514)
40218,POINT (130.4564 33.52404)
40219,POINT (130.4792 33.51302)
40220,POINT (130.5444 33.82301)
40221,POINT (130.5252 33.52019)
40223,POINT (130.4994 33.7214)
40224,POINT (130.4977 33.77996)
40225,POINT (130.7932 33.31184)
40226,POINT (130.615 33.71558)
40227,POINT (130.7403 33.53663)
40228,POINT (130.7417 33.41684)
40229,POINT (130.4962 33.12602)
40230,POINT (130.1804 33.53331)
40231,POINT (130.4221 33.46476)
40341,POINT (130.5369 33.56292)
40342,POINT (130.5472 33.62456)
40343,POINT (130.4763 33.58756)
40344,POINT (130.5187 33.59236)
40345,POINT (130.4571 33.70202)
40348,POINT (130.5167 33.66682)
40349,POINT (130.4745 33.61584)
40381,POINT (130.663 33.89132)
40382,POINT (130.6939 33.85573)
40383,POINT (130.6046 33.85418)
40384,POINT (130.6626 33.84577)
40401,POINT (130.7044 33.70494)
40402,POINT (130.6697 33.78418)
40421,POINT (130.6796 33.57454)
40447,POINT (130.6192 33.46087)
40448,POINT (130.8492 33.43709)
40503,POINT (130.615 33.38095)
40522,POINT (130.4408 33.21261)
40544,POINT (130.5726 33.25213)
40601,POINT (130.8548 33.68471)
40602,POINT (130.879 33.51399)
40604,POINT (130.7726 33.65546)
40605,POINT (130.8146 33.57052)
40608,POINT (130.8518 33.61217)
40609,POINT (130.8879 33.60659)
40610,POINT (130.7863 33.70144)
40621,POINT (130.9689 33.77156)
40625,POINT (130.936 33.62944)
40642,POINT (131.1705 33.60548)
40646,POINT (131.14 33.54151)
40647,POINT (131.0158 33.60834)
41201,POINT (130.2651 33.32494)
41202,POINT (129.9982 33.41718)
41203,POINT (130.4917 33.37875)
41204,POINT (130.1053 33.2763)
41205,POINT (129.8877 33.30177)
41206,POINT (129.9977 33.20156)
41207,POINT (130.094 33.0593)
41208,POINT (130.1966 33.27891)
41209,POINT (130.0153 33.0949)
41210,POINT (130.3515 33.34744)
41327,POINT (130.3965 33.36357)
41341,POINT (130.5095 33.42597)
41345,POINT (130.4219 33.33828)
41346,POINT (130.4446 33.32463)
41387,POINT (129.8676 33.47686)
41401,POINT (129.8649 33.19929)
41423,POINT (130.115 33.21752)
41424,POINT (130.1574 33.21906)
41425,POINT (130.1463 33.16488)
41441,POINT (130.1516 32.99491)
42201,POINT (129.8271 32.78193)
42202,POINT (129.6801 33.20432)
42203,POINT (130.3293 32.79438)
42204,POINT (130.0695 32.86915)
42205,POINT (129.9929 32.93976)
42207,POINT (129.4868 33.31593)
42208,POINT (129.735 33.35345)
42209,POINT (129.3257 34.40837)
42210,POINT (129.7167 33.78556)
42211,POINT (128.7688 32.69918)
42212,POINT (129.6818 32.99264)
42213,POINT (130.2266 32.78619)
42214,POINT (130.2571 32.67567)
42307,POINT (129.8842 32.83057)
42308,POINT (129.8299 32.83873)
42321,POINT (129.9574 33.03417)
42322,POINT (129.8701 33.08164)
42323,POINT (129.8991 33.13241)
42383,POINT (129.0709 33.19618)
42391,POINT (129.6564 33.24458)
42411,POINT (129.0686 32.95272)
43101,POINT (130.7225 32.79933)
43102,POINT (130.7757 32.8043)
43103,POINT (130.6417 32.81017)
43104,POINT (130.6913 32.72579)
43105,POINT (130.6988 32.89056)
43202,POINT (130.7502 32.49062)
43203,POINT (130.7496 32.16366)
43204,POINT (130.4755 32.97614)
43205,POINT (130.462 32.17059)
43206,POINT (130.5602 32.91552)
43208,POINT (130.7231 33.05586)
43210,POINT (130.8552 32.99108)
43211,POINT (130.613 32.68085)
43212,POINT (130.4083 32.49573)
43213,POINT (130.6548 32.62671)
43214,POINT (131.0946 32.95609)
43215,POINT (130.1501 32.38513)
43216,POINT (130.7687 32.89305)
43348,POINT (130.8715 32.61358)
43364,POINT (130.6291 32.90173)
43367,POINT (130.5501 33.03515)
43368,POINT (130.4681 32.9285)
43369,POINT (130.6141 33.04116)
43403,POINT (130.9051 32.89579)
43404,POINT (130.8237 32.85922)
43423,POINT (131.0905 33.06805)
43424,POINT (131.0711 33.1426)
43425,POINT (131.2053 33.01072)
43428,POINT (131.203 32.84049)
43432,POINT (130.9314 32.82229)
43433,POINT (131.0373 32.84409)
43441,POINT (130.8575 32.73063)
43442,POINT (130.7556 32.74601)
43443,POINT (130.834 32.78749)
43444,POINT (130.817 32.67197)
43447,POINT (131.0492 32.69909)
43468,POINT (130.676 32.57507)
43482,POINT (130.5413 32.29157)
43484,POINT (130.4604 32.24146)
43501,POINT (130.8491 32.18242)
43505,POINT (130.9925 32.24343)
43506,POINT (131.0115 32.27152)
43507,POINT (131.017 32.3652)
43510,POINT (130.8295 32.30276)
43511,POINT (130.8401 32.42015)
43512,POINT (130.7568 32.31487)
43513,POINT (130.6509 32.26086)
43514,POINT (130.919 32.20873)
43531,POINT (130.0717 32.48587)
44201,POINT (131.6406 33.17962)
44202,POINT (131.4529 33.28576)
44203,POINT (131.1265 33.46479)
44204,POINT (130.9506 33.24442)
44205,POINT (131.7761 32.88606)
44206,POINT (131.7446 33.07225)
44207,POINT (131.8671 33.07033)
44208,POINT (131.3272 32.99768)
44209,POINT (131.5069 33.57572)
44210,POINT (131.5368 33.44727)
44211,POINT (131.3366 33.44995)
44212,POINT (131.512 32.97245)
44213,POINT (131.3842 33.20854)
44214,POINT (131.6507 33.56424)
44322,POINT (131.6637 33.72796)
44341,POINT (131.5275 33.37632)
44461,POINT (131.2126 33.19242)
44462,POINT (131.1614 33.30444)
45201,POINT (131.3584 31.89207)
45202,POINT (131.079 31.80918)
45203,POINT (131.6431 32.67235)
45204,POINT (131.331 31.64999)
45205,POINT (131.0402 32.03409)
45206,POINT (131.523 32.37717)
45207,POINT (131.2648 31.48571)
45208,POINT (131.3155 32.1728)
45209,POINT (130.8388 32.04628)
45341,POINT (131.177 31.73106)
45361,POINT (130.9977 31.92276)
45382,POINT (131.2877 32.03898)
45383,POINT (131.2086 32.03165)
45401,POINT (131.5025 32.13147)
45402,POINT (131.4661 32.08196)
45403,POINT (131.1592 32.22613)
45404,POINT (131.3979 32.24453)
45405,POINT (131.5037 32.20935)
45406,POINT (131.5075 32.27848)
45421,POINT (131.592 32.49144)
45429,POINT (131.3061 32.55824)
45430,POINT (131.143 32.46165)
45431,POINT (131.3711 32.44002)
45441,POINT (131.3146 32.74682)
45442,POINT (131.4136 32.6916)
45443,POINT (131.1898 32.64372)
46000,POINT (129.7347 31.42606)
46201,POINT (130.5283 31.57898)
46203,POINT (130.8674 31.42659)
46204,POINT (130.3109 31.29022)
46206,POINT (130.2331 32.0164)
46208,POINT (130.3639 32.06346)
46210,POINT (130.5831 31.23025)
46213,POINT (131.0157 30.70498)
46214,POINT (130.763 31.5118)
46215,POINT (130.2592 31.82404)
46216,POINT (130.3821 31.59926)
46217,POINT (130.9747 31.65612)
46218,POINT (130.7818 31.80547)
46219,POINT (130.2888 31.73277)
46220,POINT (130.2695 31.38798)
46221,POINT (131.0916 31.53143)
46222,POINT (129.501 28.34464)
46223,POINT (130.4368 31.34039)
46224,POINT (130.601 32.05833)
46225,POINT (130.5961 31.78109)
46303,POINT (130.1352 30.81311)
46304,POINT (129.7118 29.68828)
46392,POINT (130.476 31.93754)
46404,POINT (130.1664 32.1862)
46452,POINT (130.7286 31.96883)
46468,POINT (130.9747 31.4643)
46482,POINT (130.9887 31.38286)
46490,POINT (130.8582 31.21692)
46491,POINT (130.7736 31.12198)
46492,POINT (130.9913 31.26501)
46501,POINT (130.9595 30.53757)
46502,POINT (130.9089 30.41256)
46505,POINT (130.5014 30.3469)
46523,POINT (129.357 28.32999)
46524,POINT (129.2737 28.2719)
46525,POINT (129.2856 28.15687)
46527,POINT (129.5803 28.41011)
46529,POINT (129.9725 28.32293)
46530,POINT (128.9736 27.79455)
46531,POINT (128.9226 27.80217)
46532,POINT (128.9417 27.70387)
46533,POINT (128.6392 27.39991)
46534,POINT (128.5657 27.36508)
46535,POINT (128.4308 27.04283)
47000,POINT (127.8434 26.43443)
47201,POINT (127.6843 26.21046)
47205,POINT (127.7559 26.27452)
47207,POINT (124.1889 24.46497)
47208,POINT (127.7147 26.25121)
47209,POINT (128.0245 26.58519)
47210,POINT (127.6867 26.11805)
47211,POINT (127.8081 26.35229)
47212,POINT (127.6789 26.1735)
47213,POINT (127.8741 26.36744)
47214,POINT (125.3011 24.78585)
47215,POINT (127.7788 26.16375)
47301,POINT (128.2547 26.76164)
47302,POINT (128.1386 26.67157)
47303,POINT (128.1897 26.64858)
47306,POINT (127.967 26.68001)
47308,POINT (127.909 26.65848)
47311,POINT (127.8527 26.47591)
47313,POINT (127.9665 26.4948)
47314,POINT (127.9017 26.46512)
47315,POINT (127.7894 26.72177)
47324,POINT (127.7463 26.4)
47325,POINT (127.7672 26.36438)
47326,POINT (127.7644 26.32135)
47327,POINT (127.7973 26.30334)
47328,POINT (127.7877 26.26349)
47329,POINT (127.7593 26.22938)
47348,POINT (127.7582 26.20209)
47350,POINT (127.7287 26.1942)
47353,POINT (127.3735 26.19637)
47354,POINT (127.2871 26.20947)
47355,POINT (127.2294 26.58768)
47356,POINT (127.1439 26.36605)
47357,POINT (131.2428 25.84316)
47358,POINT (131.2964 25.81367)
47359,POINT (127.9707 27.04717)
47360,POINT (127.9366 26.93304)
47361,POINT (126.8313 26.40995)
47362,POINT (127.7266 26.13847)
47375,POINT (124.6988 24.66665)
47381,POINT (123.8282 24.32193)
47382,POINT (122.989 24.45542)
