administrative_division_code,secondary_medical_area_code,secondary_medical_area_name
42212,4201,長崎
42213,4204,県南
42214,4204,県南
42307,4201,長崎
42308,4201,長崎
42321,4203,県央
42322,4203,県央
42323,4203,県央
42383,4207,上五島
42391,4202,佐世保県北
42411,4207,上五島
43101,4312,熊本・上益城
43102,4312,熊本・上益城
43103,4312,熊本・上益城
43104,4312,熊本・上益城
43105,4312,熊本・上益城
43202,4308,八代
43203,4310,球磨
43204,4303,有明
43205,4309,芦北
43206,4303,有明
43208,4304,鹿本
43210,4305,菊池
43211,4302,宇城
43212,4311,天草
43213,4302,宇城
43214,4306,阿蘇
43215,4311,天草
43216,4305,菊池
43348,4302,宇城
43364,4303,有明
43367,4303,有明
43368,4303,有明
43369,4303,有明
43403,4305,菊池
43404,4305,菊池
43423,4306,阿蘇
43424,4306,阿蘇
43425,4306,阿蘇
43428,4306,阿蘇
43432,4306,阿蘇
43433,4306,阿蘇
43441,4312,熊本・上益城
43442,4312,熊本・上益城
43443,4312,熊本・上益城
43444,4312,熊本・上益城
43447,4312,熊本・上益城
43468,4308,八代
43482,4309,芦北
43484,4309,芦北
43501,4310,球磨
43505,4310,球磨
43506,4310,球磨
43507,4310,球磨
43510,4310,球磨
43511,4310,球磨
43512,4310,球磨
43513,4310,球磨
43514,4310,球磨
43531,4311,天草
44201,4403,中部
44202,4401,東部
44203,4409,北部
44204,4408,西部
44205,4405,南部
44206,4403,中部
44207,4403,中部
44208,4406,豊肥
44209,4409,北部
44210,4401,東部
44211,4409,北部
44212,4406,豊肥
44213,4403,中部
44214,4401,東部
44322,4401,東部
44341,4401,東部
44461,4408,西部
44462,4408,西部
45201,4501,宮崎東諸県
45202,4502,都城北諸県
45203,4503,延岡西臼杵
45204,4504,日南串間
45205,4505,西諸
45206,4507,日向入郷
45207,4504,日南串間
45208,4506,西都児湯
45209,4505,西諸
45341,4502,都城北諸県
45361,4505,西諸
45382,4501,宮崎東諸県
45383,4501,宮崎東諸県
45401,4506,西都児湯
45402,4506,西都児湯
45403,4506,西都児湯
45404,4506,西都児湯
45405,4506,西都児湯
45406,4506,西都児湯
45421,4507,日向入郷
45429,4507,日向入郷
45430,4507,日向入郷
45431,4507,日向入郷
45441,4503,延岡西臼杵
45442,4503,延岡西臼杵
45443,4503,延岡西臼杵
46201,4601,鹿児島
46203,4610,肝属
46204,4603,南薩
46206,4606,出水
46208,4606,出水
46210,4603,南薩
46213,4611,熊毛
46214,4610,肝属
46215,4605,川薩
46216,4601,鹿児島
46217,4609,曽於
46218,4607,姶良・伊佐
46219,4601,鹿児島
46220,4603,南薩
46221,4609,曽於
46222,4612,奄美
46223,4603,南薩
46224,4607,姶良・伊佐
46225,4607,姶良・伊佐
46303,4601,鹿児島
46304,4601,鹿児島
46392,4605,川薩
46404,4606,出水
46452,4607,姶良・伊佐
46468,4609,曽於
46482,4610,肝属
46490,4610,肝属
46491,4610,肝属
46492,4610,肝属
46501,4611,熊毛
46502,4611,熊毛
46505,4611,熊毛
46523,4612,奄美
46524,4612,奄美
46525,4612,奄美
46527,4612,奄美
46529,4612,奄美
46530,4612,奄美
46531,4612,奄美
46532,4612,奄美
46533,4612,奄美
46534,4612,奄美
46535,4612,奄美
47201,4703,南部
47205,4702,中部
47207,4705,八重山
47208,4703,南部
47209,4701,北部
47210,4703,南部
47211,4702,中部
47212,4703,南部
47213,4702,中部
47214,4704,宮古
47215,4703,南部
47301,4701,北部
47302,4701,北部
47303,4701,北部
47306,4701,北部
47308,4701,北部
47311,4702,中部
47313,4702,中部
47314,4702,中部
47315,4701,北部
47324,4702,中部
47325,4702,中部
47326,4702,中部
47327,4702,中部
47328,4702,中部
47329,4703,南部
47348,4703,南部
47350,4703,南部
47353,4703,南部
47354,4703,南部
47355,4703,南部
47356,4703,南部
47357,4703,南部
47358,4703,南部
47359,4701,北部
47360,4701,北部
47361,4703,南部
47362,4703,南部
47375,4704,宮古
47381,4705,八重山
47382,4705,八重山
