administrative_division_code,municipality_or_ward_name,secondary_medical_area_code,secondary_medical_area_name,defined_in_plan_flag
43511,五木村,4310,球磨,1
43512,山江村,4310,球磨,1
43513,球磨村,4310,球磨,1
43514,あさぎり町,4310,球磨,1
43531,苓北町,4311,天草,1
44201,大分市,4403,中部,1
44202,別府市,4401,東部,1
44203,中津市,4409,北部,1
44204,日田市,4408,西部,1
44205,佐伯市,4405,南部,1
44206,臼杵市,4403,中部,1
44207,津久見市,4403,中部,1
44208,竹田市,4406,豊肥,1
44209,豊後高田市,4409,北部,1
44210,杵築市,4401,東部,1
44211,宇佐市,4409,北部,1
44212,豊後大野市,4406,豊肥,1
44213,由布市,4403,中部,1
44214,国東市,4401,東部,1
44322,姫島村,4401,東部,1
44341,日出町,4401,東部,1
44461,九重町,4408,西部,1
44462,玖珠町,4408,西部,1
45201,宮崎市,4501,宮崎東諸県,2
45202,都城市,4502,都城北諸県,2
45203,延岡市,4503,延岡西臼杵,2
45204,日南市,4504,日南串間,2
45205,小林市,4505,西諸,2
45206,日向市,4507,日向入郷,2
45207,串間市,4504,日南串間,2
45208,西都市,4506,西都児湯,2
45209,えびの市,4505,西諸,2
45341,三股町,4502,都城北諸県,2
45361,高原町,4505,西諸,2
45382,国富町,4501,宮崎東諸県,2
45383,綾町,4501,宮崎東諸県,2
45401,高鍋町,4506,西都児湯,2
45402,新富町,4506,西都児湯,2
45403,西米良村,4506,西都児湯,2
45404,木城町,4506,西都児湯,2
45405,川南町,4506,西都児湯,2
45406,都農町,4506,西都児湯,2
45421,門川町,4507,日向入郷,2
45429,諸塚村,4507,日向入郷,2
45430,椎葉村,4507,日向入郷,2
45431,美郷町,4507,日向入郷,2
45441,高千穂町,4503,延岡西臼杵,2
45442,日之影町,4503,延岡西臼杵,2
45443,五ヶ瀬町,4503,延岡西臼杵,2
46201,鹿児島市,4601,鹿児島,1
46203,鹿屋市,4610,肝属,1
46204,枕崎市,4603,南薩,1
46206,阿久根市,4606,出水,1
46208,出水市,4606,出水,1
46210,指宿市,4603,南薩,1
46213,西之表市,4611,熊毛,1
46214,垂水市,4610,肝属,1
46215,薩摩川内市,4605,川薩,1
46216,日置市,4601,鹿児島,1
46217,曽於市,4609,曽於,1
46218,霧島市,4607,姶良・伊佐,1
46219,いちき串木野市,4601,鹿児島,1
46220,南さつま市,4603,南薩,1
46221,志布志市,4609,曽於,1
46222,奄美市,4612,奄美,1
46223,南九州市,4603,南薩,1
46224,伊佐市,4607,姶良・伊佐,1
46225,姶良市,4607,姶良・伊佐,1
46303,三島村,4601,鹿児島,1
46304,十島村,4601,鹿児島,1
46392,さつま町,4605,川薩,1
46404,長島町,4606,出水,1
46452,湧水町,4607,姶良・伊佐,1
46468,大崎町,4609,曽於,1
46482,東串良町,4610,肝属,1
46490,錦江町,4610,肝属,1
46491,南大隅町,4610,肝属,1
46492,肝付町,4610,肝属,1
46501,中種子町,4611,熊毛,1
46502,南種子町,4611,熊毛,1
46505,屋久島町,4611,熊毛,1
46523,大和村,4612,奄美,1
46524,宇検村,4612,奄美,1
46525,瀬戸内町,4612,奄美,1
46527,龍郷町,4612,奄美,1
46529,喜界町,4612,奄美,1
46530,徳之島町,4612,奄美,1
46531,天城町,4612,奄美,1
46532,伊仙町,4612,奄美,1
46533,和泊町,4612,奄美,1
46534,知名町,4612,奄美,1
46535,与論町,4612,奄美,1
47201,那覇市,4703,南部,1
47205,宜野湾市,4702,中部,1
47207,石垣市,4705,八重山,1
47208,浦添市,4703,南部,1
47209,名護市,4701,北部,1
47210,糸満市,4703,南部,1
47211,沖縄市,4702,中部,1
47212,豊見城市,4703,南部,1
47213,うるま市,4702,中部,1
47214,宮古島市,4704,宮古,1
47215,南城市,4703,南部,1
47301,国頭村,4701,北部,1
47302,大宜味村,4701,北部,1
47303,東村,4701,北部,1
47306,今帰仁村,4701,北部,1
47308,本部町,4701,北部,1
47311,恩納村,4702,中部,1
47313,宜野座村,4702,中部,1
47314,金武町,4702,中部,1
47315,伊江村,4701,北部,1
47324,読谷村,4702,中部,1
47325,嘉手納町,4702,中部,1
47326,北谷町,4702,中部,1
47327,北中城村,4702,中部,1
47328,中城村,4702,中部,1
47329,西原町,4703,南部,1
47348,与那原町,4703,南部,1
47350,南風原町,4703,南部,1
47353,渡嘉敷村,4703,南部,1
47354,座間味村,4703,南部,1
47355,粟国村,4703,南部,1
47356,渡名喜村,4703,南部,1
47357,南大東村,4703,南部,1
47358,北大東村,4703,南部,1
47359,伊平屋村,4701,北部,1
47360,伊是名村,4701,北部,1
47361,久米島町,4703,南部,1
47362,八重瀬町,4703,南部,1
47375,多良間村,4704,宮古,1
47381,竹富町,4705,八重山,1
47382,与那国町,4705,八重山,1
